Depth,Map,Width,Height,PointA,PointB,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,AvgTime,Distance,NodesVisited
5,B,1500,1500,(100 1400),(1400 1400),0.005002,0.003974,0.002992,0.002991,0.002992,0.00399,0.002991,0.003991,0.00203,0.002956,0.0033909,4769.25,110
5,B,1500,1500,(100 100),(1400 1400),0.003039,0.001992,0.001998,0.002993,0.002989,0.001994,0.00199,0.001993,0.002987,0.002004,0.0023979,5531.26,97
5,B,3000,3000,(200 200),(2800 200),0.005987,0.004983,0.005984,0.004987,0.004986,0.005985,0.004986,0.004987,0.004986,0.005984,0.0053855,10375.9,196
5,B,3000,3000,(200 2800),(2800 200),0.007008,0.006001,0.00694,0.006024,0.005983,0.005988,0.006978,0.006984,0.005987,0.005979,0.0063872,13016.4,216
5,B,3000,3000,(200 2800),(2800 2800),0.001982,0.00398,0.001999,0.002999,0.002995,0.002991,0.00199,0.002997,0.002993,0.001988,0.0026914,9538.49,112
5,B,3000,3000,(200 200),(2800 2800),0.001993,0.002998,0.001995,0.001995,0.001993,0.001992,0.001993,0.00299,0.001997,0.00295,0.0022896,11062.5,99
6,A,100,100,(6.66667 6.66667),(93.3333 6.66667),0.007976,0.007943,0.007019,0.007973,0.006985,0.007976,0.00798,0.006969,0.007995,0.007978,0.0076794,296.53,239
6,A,100,100,(6.66667 93.3333),(93.3333 6.66667),0.011009,0.010977,0.009969,0.010931,0.009973,0.012006,0.00998,0.009968,0.010973,0.009967,0.0105753,384.421,285
6,A,100,100,(6.66667 93.3333),(93.3333 93.3333),0.006961,0.008001,0.006978,0.006983,0.007971,0.007982,0.006983,0.007937,0.007022,0.008935,0.0075753,306.598,247
6,A,100,100,(6.66667 6.66667),(93.3333 93.3333),0.003982,0.00598,0.004008,0.004982,0.003984,0.003992,0.004988,0.004976,0.004003,0.003987,0.0044882,357.631,175
6,A,200,200,(13.3333 13.3333),(186.667 13.3333),0.005026,0.005985,0.004984,0.004987,0.006976,0.005006,0.005976,0.004985,0.004982,0.00698,0.0055887,608.53,171
